Name,Locus_tag,Fru_1,Glu_1,Gly_1,Glucon_1,Mal_1,Pyr_1,M.G_1,LBexp_1,SMMPr_1,S0_1,G.S_1
dat,BSU09670,13.0957818182,13.0616545455,13.0616545455,13.4770272727,12.9989363636,14.0988363636,12.7105272727,10.5061272727,13.4878727273,11.8778272727,13.0661363636
nhaC,BSU09680,9.6651909091,9.9173818182,8.7440272727,8.0560636364,9.7199909091,7.8833636364,10.0511272727,11.4427363636,9.0766636364,9.0198363636,9.6573818182
nhaX,BSU09690,10.0945090909,8.9146363636,14.9723181818,9.0343636364,11.6995909091,9.2796545455,8.6608545455,7.3319454546,8.1984181818,11.6062090909,9.9421545455
bmrB,BSU09700,10.9849818182,12.5261636364,10.9009545455,11.8416636364,11.1798818182,13.1751181818,10.8340272727,11.3356818182,12.6479181818,11.6414363636,11.3837363636
bmrC,BSU09710,8.8008,9.7262272727,9.9173818182,8.8798636364,10.0302818182,9.2528,9.5045181818,9.5900272727,9.8282545455,11.2235181818,8.8023727273
bmrD,BSU09720,8.8324363636,9.5833181818,10.1119545455,8.7884727273,9.9276363636,9.2598545455,9.1632454546,9.4749181818,9.544,11.3449454545,8.8107090909
yheG,BSU09730,10.9617363636,10.4323909091,10.2111181818,10.2561090909,10.0967363636,9.5684,10.1079909091,11.1683545455,10.1958545455,10.6656454545,10.9913
yheF,BSU09740,7.0272090909,7.4267090909,7.1198090909,7.8428090909,7.0574454546,7.5605727273,7.8123272727,7.1904909091,7.4244090909,7.1923727273,7.1632545455
sspB,BSU09750,7.4325454546,7.3554727273,10.9315818182,12.3349636364,7.6507181818,14.7513272727,7.4151636364,7.7283363636,13.7407454545,8.6305727273,7.4267090909
yheE,BSU09760,8.9792363636,8.4357909091,9.0736818182,9.0591454546,8.6511454546,8.0697909091,8.6780818182,8.2074181818,8.0279636364,8.0575727273,8.8227090909
yheD,BSU09770,7.8023909091,7.5510090909,8.0970454546,9.5565909091,7.7194181818,12.4693727273,7.3577272727,8.2879363636,10.6353454545,7.6903818182,7.8289181818
yheC,BSU09780,7.2387454546,7.6290727273,8.0778818182,10.0665727273,7.4617363636,12.6569909091,7.6220545455,7.3113909091,10.8872909091,7.3804363636,7.2873636364
yheB,BSU09790,11.2748,10.8437272727,10.2704818182,10.7573181818,10.5610090909,10.6145272727,10.7018727273,11.8269272727,10.8367909091,10.9053181818,11.2554181818
yheA,BSU09800,11.6941090909,10.9665909091,11.4222,11.1147090909,11.7454545455,11.9119545455,11.0604272727,12.2080818182,11.2691909091,12.0594,11.3560090909
yhaZ,BSU09810,8.9323090909,9.6054272727,9.3525181818,8.9403454546,9.3582,9.3283,9.6277818182,10.2244909091,9.3836,9.0968818182,9.0491454546
yhaX,BSU09830,8.7608,8.5724181818,9.4120727273,10.6673636364,8.9814909091,13.6437545455,8.0367272727,9.5739363636,10.5367545455,9.6237363636,8.7786181818
hemZ,BSU09840,10.3141,10.1203,9.1859909091,9.4120727273,9.7550545455,10.0732454545,9.8590090909,11.2860454545,9.6664090909,9.5027181818,10.2547727273
khtU,BSU09850,9.4543181818,9.2383181818,9.5001636364,8.7127636364,10.3395,9.9740818182,9.8984272727,10.0648272727,8.9127272727,8.7786181818,9.3256818182
khtT,BSU09860,9.9753181818,9.9018545455,10.7301181818,9.6573818182,11.0096090909,11.1495090909,11.0254090909,10.6690909091,9.9688727273,9.3919,9.9688727273
yhaS,BSU09870,10.4504090909,10.7732090909,11.6794909091,11.0015454545,11.3640818182,12.1596,12.0448,10.8659636364,10.9776454545,10.8180727273,10.7527181818
yhaR,BSU09880,8.8227090909,8.4085272727,9.5592909091,9.0626818182,9.7563636364,10.0907909091,8.3495545455,9.2546090909,9.0302727273,11.2289,8.8195454546
yhzD,BSU09889,8.6968363636,9.0055636364,9.1654545455,8.9425272727,8.8090636364,9.7816,9.0277454546,7.8773636364,9.2598545455,9.2652454546,8.8069909091
yhaQ,BSU09890,10.6178,11.4743090909,10.6473272727,11.0969090909,11.6414363636,10.9493181818,11.3510909091,11.1237454545,11.5550181818,11.6573090909,10.7509363636
yhaP,BSU09900,10.5061272727,10.9704272727,10.6178,10.5558363636,11.1760636364,10.2745090909,10.8903545455,10.7517909091,10.9271454545,11.6339727273,10.4003363636
yhaO,BSU09910,10.0706181818,9.8257909091,9.4400272727,9.2491818182,9.4886,8.4904363636,9.6400181818,11.0813545455,9.4606363636,10.1575363636,10.0378909091
sbcE,BSU09920,10.3497181818,10.2154454545,10.2512090909,10.0706181818,10.4127454545,10.0119636364,10.3702636364,11.5137818182,9.9893909091,10.6788090909,10.5083818182
yhaL,BSU09940,9.0985,9.4204545455,9.0231818182,10.0719909091,8.9655,12.5955,9.6707545455,10.0521636364,9.8984272727,8.7588636364,9.2509
prsA,BSU09950,13.7014181818,13.8951909091,13.1311545455,14.2380272727,14.0816454545,14.0847454545,14.6342545455,15.1120909091,14.3634727273,13.5360636364,13.8508181818
sscA,BSU09958,7.2482090909,9.1412818182,10.6232454545,13.2442,8.2801,12.7043272727,10.5578818182,7.3018909091,10.8816090909,10.2528181818,7.0729272727
yhaJ,BSU09965,11.0531454545,11.0559181818,9.7464909091,10.5410636364,9.2968818182,10.2823363636,10.2977545455,12.1771090909,10.4292818182,10.3555272727,11.0752636364
yhaI,BSU09980,12.0448,11.5626636364,12.0626181818,11.9669727273,10.8744818182,11.6865909091,11.4427363636,10.9704272727,11.4565090909,11.1970636364,11.6353090909
scoC,BSU09990,13.2329727273,13.0865636364,12.7330636364,13.2233090909,12.3685,13.2960090909,12.5859454545,11.2850636364,13.3841545455,13.0402272727,13.1527
yhaH,BSU10000,13.1249909091,12.8682272727,13.1329545455,13.3428181818,13.1027363636,13.5298181818,12.8665,13.4651363636,13.4342090909,12.3685,13.2329727273
yhzF,BSU10009,8.2634636364,8.8617090909,8.4987636364,9.9421545455,7.9657636364,11.4578636364,9.9530818182,8.4700636364,8.2607727273,7.9148727273,7.7608181818
serC,BSU10020,14.1907454545,13.7919909091,13.4746181818,13.5743727273,14.0395090909,13.1420727273,14.0542909091,12.5536363636,13.2185363636,12.6982272727,14.2025636364
hit,BSU10030,12.5193727273,12.6245454545,12.8134090909,12.5155090909,12.7373,12.1921454545,12.8443454545,13.2778090909,12.7592545455,12.8134090909,12.7162454545
ecsA,BSU10040,11.5380727273,11.6062090909,11.0292636364,11.4728909091,11.4921181818,11.3257545455,11.8606909091,12.2686545455,11.8862909091,10.8559272727,11.5450727273
ecsB,BSU10050,11.5197909091,11.3213363636,11.0400818182,11.2024,11.5951090909,10.6960727273,11.2788454545,11.9612363636,11.5234818182,11.5349454545,11.3725818182
sndC,BSU10070,13.3794727273,13.2185363636,13.1583363636,13.6041636364,12.9199818182,13.8442272727,13.0817454545,9.3435909091,13.3103090909,11.5811454545,13.4651363636
yhfA,BSU10080,7.6732727273,7.5945909091,7.5297545455,7.7797727273,7.5495,7.9072545455,7.4907727273,8.0778818182,8.3992363636,7.5591727273,7.6362545455
yhgB,BSU10090,8.7359818182,8.6305727273,8.5942545455,8.0490181818,8.4175454546,7.8303454546,8.4118,8.9515545455,8.2281545455,8.5514454546,8.7465545455
hmoB,BSU10100,12.5029727273,11.8697090909,12.7123272727,11.9401727273,12.3398272727,11.8918454545,11.8396818182,12.1957818182,12.2161090909,12.2657909091,12.2597818182
pbpF,BSU10110,9.7648272727,9.6357818182,9.2477090909,9.0639636364,9.3994090909,8.7227454546,9.2942818182,10.3897909091,9.0231818182,9.5641272727,9.8881272727
hemE,BSU10120,12.9660454545,11.4336909091,12.0594,11.0823818182,12.8082090909,10.7793909091,12.9847272727,13.1420727273,11.2788454545,12.8060181818,13.0556454545
hemH,BSU10130,12.5340545455,11.4996909091,12.6858454545,11.1179818182,12.9218727273,10.6918090909,13.2474181818,12.8289909091,11.4358090909,13.5092545455,12.5276909091
hemY,BSU10140,11.6573090909,10.5485363636,11.8764818182,10.2012,12.1572545455,9.8746818182,11.8455727273,12.2245,10.8755,13.1462090909,11.4971818182
yhgD,BSU10150,10.7034636364,10.7587636364,9.722,10.2613363636,10.0882272727,9.4463272727,10.4761090909,11.4160363636,10.5769909091,10.6097363636,10.7717
yhgE,BSU10160,10.3422363636,10.1079909091,9.8774818182,9.5015636364,10.1166181818,8.5144181818,9.9399727273,11.11,9.4120727273,10.0907909091,10.2406363636
fabHB,BSU10170,8.9845272727,10.2582545455,10.0815,9.4931909091,11.4284909091,9.3225636364,11.0177909091,9.7889090909,10.8774727273,13.2185363636,9.0997272727
yhfC,BSU10180,9.0288636364,9.2269636364,9.1386454546,9.3214454546,9.6521727273,8.8125636364,9.3040454546,8.5144181818,10.2977545455,10.5367545455,9.0878636364
yhfE,BSU10200,11.1435272727,11.1601,11.6441363636,11.4160363636,11.6904818182,11.0683818182,11.2938363636,11.4266727273,11.8330090909,11.6518727273,11.1219363636
yhfF,BSU10210,10.4338272727,10.6889636364,11.2062636364,10.6960727273,10.7123727273,10.4736,11.0033636364,10.9459090909,11.4249454545,11.0306636364,10.4761090909
gltT,BSU10220,14.2054818182,13.3925454545,12.6216636364,13.1174909091,13.3060454545,12.5738,13.2499818182,14.2546363636,13.0045545455,13.3969181818,14.1516818182
yhfH,BSU10230,8.3407272727,9.1273818182,11.2043272727,9.4418909091,8.8798636364,8.8533363636,10.2096272727,9.0997272727,7.7353,11.7392909091,8.3843272727
yhfI,BSU10240,11.5644636364,11.4171,10.9188363636,11.3582272727,11.2817090909,10.7076727273,11.7361090909,13.0210909091,11.6503454545,11.3334727273,11.6373727273
lplJ,BSU10250,11.3229636364,10.8639363636,10.9493181818,10.7433363636,11.1611363636,10.3235090909,11.0229181818,12.4693727273,11.1042818182,11.1488272727,11.2357818182
yhfK,BSU10260,11.8455727273,11.1970636364,11.8625272727,11.3015818182,11.4971818182,11.0940181818,11.3601090909,12.3398272727,11.6941090909,11.4103909091,11.5484272727
lcfB,BSU10270,9.1611636364,8.6912727273,9.8179181818,9.0853,8.9845272727,8.2217272727,8.0462363636,9.5807727273,8.2718727273,10.0996909091,9.0702636364
yhfM,BSU10280,7.9429636364,8.0010636364,8.1019454546,9.0476636364,7.7759272727,11.8587454545,7.5653272727,8.2511636364,9.7122454546,7.8406,8.0169
yhfN,BSU10290,9.0669090909,8.6102818182,8.427,8.3868818182,8.5991090909,10.5061272727,7.7608181818,8.8861363636,8.4428909091,8.3695,8.9245181818
aprE,BSU10300,9.3897363636,9.9740818182,10.8077181818,10.5964,10.1649090909,10.8077181818,9.8146181818,8.0204181818,9.6651909091,8.8735090909,9.3352454546
yhfO,BSU10310,10.3108090909,9.8334909091,9.4821090909,9.5394454546,9.3968818182,8.9515545455,9.8836545455,10.7587636364,9.0509272727,10.7182909091,10.3349272727
yhfP,BSU10320,11.0361727273,10.1464909091,10.0803454545,10.2068909091,10.3463272727,9.6772727273,10.0174909091,11.0054818182,10.1830727273,10.4861636364,10.6719545455
yhfQ,BSU10330,12.6781272727,12.5612363636,11.8081272727,12.6125545455,11.4006181818,12.404,12.4198727273,14.0653090909,11.7014,11.4854909091,12.9872818182
yhfR,BSU10340,13.2086636364,12.2450818182,12.4135909091,11.9902545455,12.5042181818,11.6018181818,12.2034909091,11.0213272727,11.7984636364,12.4500272727,12.9074909091
yhfS,BSU10350,13.6476454545,12.6216636364,12.7950090909,12.4415090909,12.8682272727,11.1970636364,12.7123272727,9.6471727273,11.9612363636,12.9199818182,13.6967909091
yhfT,BSU10360,13.3367727273,12.2714272727,12.2814090909,12.0304181818,12.4324454545,10.9791181818,12.2386818182,9.4525636364,11.7413272727,12.0040727273,13.2563636364
yhfU,BSU10370,13.4012636364,12.3928181818,11.145,11.8680636364,11.5697090909,11.1258454545,11.9293,7.9024727273,11.7748363636,11.2426090909,13.3367727273
hemAT,BSU10380,11.5607909091,13.0381454545,12.5155090909,13.0402272727,12.5975636364,12.9578909091,12.8914909091,11.3656090909,12.9180727273,12.2357272727,11.6995909091
yhfW,BSU10390,7.4888090909,7.6351454546,7.5355818182,7.7959545455,7.6886818182,10.0091818182,7.4483454546,7.2402181818,8.1995909091,7.3703636364,7.5761181818
yhxC,BSU10400,7.5770090909,7.7579,8.0506545455,9.3011272727,7.3839090909,12.1225454545,7.9526090909,7.6006727273,10.0996909091,7.6673636364,7.6428181818
yhzC,BSU10410,12.6366454545,13.0957818182,14.3699363636,14.3052272727,12.0388727273,15.1016,11.7136818182,8.6998363636,13.4121545455,12.8815545455,12.7392090909
comK,BSU10420,9.7009636364,12.4657,10.5682363636,11.6721636364,12.1458545455,12.8682272727,12.7713727273,9.9839636364,12.8999545455,11.5396727273,9.7550545455
yhxD,BSU10430,10.4352454545,8.9460181818,10.7982090909,8.9945,8.7373727273,9.1532818182,9.0509272727,7.2913090909,7.8939272727,8.4254,10.2387636364
yhjA,BSU10440,12.7864545455,13.6476454545,13.1527,13.4373272727,13.3767363636,13.7079909091,13.4216272727,14.4644090909,13.9400909091,14.8891090909,13.0142818182
yhjB,BSU10450,11.2860454545,10.9287545455,11.6551909091,11.1932727273,10.7365272727,11.1833272727,10.5012909091,7.4778727273,10.5901818182,9.2668727273,11.1611363636
yhjC,BSU10460,11.1147090909,10.9073272727,11.4565090909,11.1289272727,10.6776727273,11.0982545455,10.4167363636,7.5163363636,10.7271909091,10.0368454545,11.0643181818
yhjD,BSU10470,7.7781818182,8.0876181818,7.8318636364,7.9461,7.4524727273,7.9768636364,8.2699,8.5923818182,7.4907727273,7.6483636364,7.8499090909
yhjE,BSU10480,10.7219090909,10.2283090909,10.4434363636,9.9350181818,10.2363636364,10.0882272727,9.9255,10.6719545455,10.4551272727,10.3781272727,10.4919363636
sipV,BSU10490,10.5864727273,10.0559909091,10.1649090909,9.7031272727,10.2851636364,10.0541272727,9.6598363636,10.4681,10.1037181818,10.2547727273,10.3290454545
yhjG,BSU10500,7.8833636364,7.9526090909,8.1862454546,7.2932636364,8.3820090909,7.4388454546,7.8578363636,8.9945,7.7482,8.7069727273,7.8762
yhjH,BSU10510,8.9127272727,9.1946363636,8.6262454546,8.2906181818,8.7884727273,7.8104272727,8.4175454546,9.5976545455,8.7974636364,9.0428636364,9.1532818182
glcP,BSU10520,8.5103181818,8.4684363636,8.3107,7.8482363636,8.3596181818,7.7608181818,8.3615909091,8.4965,8.0373181818,8.303,8.4118
ntdC,BSU10530,8.7588636364,8.9085636364,8.8702545455,8.4887636364,9.0055636364,8.5598181818,9.2123545455,8.8494454546,8.6319090909,8.8285727273,8.7487909091
ntdB,BSU10540,8.4867909091,8.7509909091,8.5866363636,8.2821,8.6492818182,8.2408272727,9.0968818182,8.6013545455,8.4491636364,8.5427727273,8.5337272727
ntdA,BSU10550,8.1292363636,8.8405818182,7.9851818182,8.1506545455,8.2295,8.3968454546,8.8422181818,8.2281545455,8.0269727273,8.0010636364,8.2879363636
ntdR,BSU10560,10.0967363636,12.0816090909,10.0851818182,12.0513636364,11.0157818182,12.9754909091,11.8662636364,9.7044909091,12.5834909091,10.9287545455,10.0830363636
yhjN,BSU10570,10.1442545455,9.8104181818,9.3712181818,9.6651909091,9.2830636364,8.9072454546,8.9734181818,9.8790727273,8.9567818182,8.8755272727,10.0983545455
yhjO,BSU10580,7.2001909091,7.3201363636,7.1022909091,7.1343181818,7.0448909091,7.1198090909,7.2340181818,7.0933090909,7.0325636364,7.1136545455,7.1555090909
yhjQ,BSU10600,7.5866909091,7.7536636364,8.1629454546,8.1107,7.4538,8.3843272727,7.8178818182,7.6594545455,7.8681636364,7.4641909091,7.5605727273
yhjR,BSU10610,7.1763181818,7.7710909091,7.5803454546,8.4387363636,7.0762,9.5919363636,7.7394545455,7.2873636364,8.9011454546,7.2063818182,7.2550545455
addB,BSU10620,11.1115454545,11.0668545455,11.5581363636,11.0798909091,11.2678181818,10.0244090909,11.1052181818,11.2332454545,10.8395909091,10.7813181818,11.1798818182
addA,BSU10630,11.6518727273,11.2412818182,12.0020090909,11.2459090909,11.7202363636,10.2096272727,11.3307727273,11.6113181818,11.1698181818,11.6271454545,11.6018181818
sbcD,BSU10640,11.1107272727,10.9036818182,11.4103909091,10.7936727273,11.2635090909,9.4749181818,11.1833272727,11.2894818182,10.8382272727,11.4284909091,11.2748
sbcC,BSU10650,11.2131,11.1327181818,11.9866454545,10.9849818182,11.6093727273,10.1958545455,11.2717181818,11.3344636364,11.0863272727,11.7188636364,11.3033818182
hlpB,BSU10660,10.9222272727,10.8794,11.7509909091,10.7346909091,11.2717181818,10.6367181818,10.8500636364,10.8544454545,10.9591454545,11.4636,10.8305363636
gerPF,BSU10670,7.5786272727,8.3107,9.0042545455,10.4891727273,7.8814636364,11.2704363636,8.8921181818,7.9690454546,10.5393363636,7.8428090909,7.5770090909
gerPE,BSU10680,7.4091909091,7.6327363636,8.1130818182,9.3602818182,7.8902090909,10.4809090909,7.5623181818,7.5988090909,10.2225272727,7.8117,7.3641909091
gerPD,BSU10690,7.4206272727,7.4561545455,8.1140545455,9.2173181818,7.9148727273,10.4403090909,7.9807272727,7.6121545455,10.0945090909,7.7700727273,7.3100363636
gerPC,BSU10700,7.2891727273,7.7991545455,8.0432636364,9.5900272727,8.1933727273,10.8535181818,7.8857818182,8.1456272727,10.3220181818,7.8482363636,7.4113363636
gerPB,BSU10710,7.2118636364,7.9866727273,7.9199272727,9.7262272727,8.1357,10.5558363636,7.7864727273,8.0803909091,10.1025636364,7.5881454546,7.3751818182
gerPA,BSU10720,7.4151636364,8.2090909091,7.8318636364,9.8318727273,7.6405181818,10.6817818182,7.2387454546,7.8117,10.0583181818,7.5435181818,7.4339545455
yisI,BSU10730,8.8597272727,10.0060909091,8.8552818182,10.5695909091,8.5704818182,11.7116090909,9.6542727273,8.3541363636,11.3229636364,8.7389090909,8.7147545455
yisJ,BSU10740,7.2154181818,7.9482090909,7.6267909091,8.1915272727,7.0853909091,8.4834272727,9.0126818182,7.0652909091,7.9132909091,7.0652909091,7.1198090909
yisK,BSU10750,11.8554636364,11.5811454545,11.4185818182,12.1358636364,11.7136818182,12.1893181818,11.3797909091,10.7197545455,12.6559818182,12.3903,11.9523181818
yisL,BSU10760,12.1596,11.5197909091,11.3475454545,11.7188636364,11.5607909091,11.4006181818,11.4554636364,11.8126909091,12.1613818182,12.2695181818,11.8081272727
wprA,BSU10770,14.1741818182,14.9009727273,15.0855727273,14.7122,14.7326,14.8332090909,14.7598272727,14.5090909091,15.4171636364,14.5753181818,14.3441818182
yisN,BSU10780,7.4448727273,7.9256181818,8.2772909091,8.4965,7.2833909091,9.9399727273,8.9100181818,7.3881636364,7.8178818182,7.4800272727,7.4254727273
asnO,BSU10790,7.2967363636,7.3297636364,7.9537272727,9.4368272727,7.3554727273,11.4982727273,7.5336272727,7.4829818182,10.4254272727,7.6507181818,7.2340181818
yizA,BSU10800,9.0055636364,8.9203454546,8.7487909091,8.7588636364,8.6862363636,9.0669090909,9.1654545455,9.0669090909,8.8552818182,9.3949090909,9.1801636364
yisP,BSU10810,9.6638636364,9.2407727273,9.7360363636,8.4521090909,8.8767818182,8.1200181818,8.2801,9.7589636364,8.5144181818,9.4476181818,9.6025363636
yisQ,BSU10820,7.8289181818,7.5653272727,7.3333181818,7.2873636364,7.3465090909,7.2717818182,7.4405818182,8.155,7.1796090909,7.2891727273,7.5495
iolX,BSU10850,8.0876181818,8.3868818182,8.3745181818,7.5913454546,8.6364727273,7.7265909091,7.9087363636,9.9350181818,8.1239909091,8.8702545455,8.0778818182
yisT,BSU10860,10.1776,10.0302818182,11.5178,10.5538818182,10.3595272727,11.0863272727,9.5427181818,9.0259181818,11.1395727273,10.8650727273,10.2154454545
yisV,BSU10880,9.2830636364,8.9011454546,8.5390181818,8.2634636364,8.8816636364,7.9690454546,8.6184363636,9.4088272727,8.5427727273,8.4408181818,9.1911272727
yisX,BSU10890,10.3408454545,10.0648272727,9.6447363636,9.6521727273,9.8746818182,9.3468090909,9.6177272727,10.4492545455,9.7974818182,10.2500454545,10.2582545455
yisY,BSU10900,8.5649909091,8.4745181818,8.2326727273,8.5451909091,8.3432727273,10.0229,8.7624727273,8.8954454546,8.7287181818,8.0269727273,8.4491636364
yisZ,BSU10910,7.1022909091,7.1598909091,8.0301727273,9.6613545455,7.2280818182,10.3692363636,7.1652454546,7.1264181818,9.9626454546,7.2255272727,7.1598909091
yitA,BSU10920,7.2777272727,7.2402181818,8.1933727273,10.4003363636,7.4464181818,10.6975272727,7.2482090909,7.3082545455,10.2704818182,7.2602181818,7.2777272727
yitB,BSU10930,7.1045727273,7.0408909091,7.1598909091,8.9258181818,7.0011636364,9.2269636364,7.1264181818,7.2222,9.2419363636,7.0883545455,7.1838818182
yitC,BSU10940,7.4617363636,7.4244090909,7.7461363636,9.1952818182,7.4234272727,9.7828545455,7.5570545455,7.4388454546,9.6152181818,7.4629818182,7.4603363636
yitD,BSU10950,7.5087181818,7.4498727273,7.5535090909,8.9987636364,7.3626909091,9.4606363636,7.5605727273,7.5087181818,9.1952818182,7.5866909091,7.5123
yitE,BSU10960,7.2622636364,7.1343181818,6.9599272727,7.5591727273,6.9599272727,9.8191727273,7.6507181818,7.0360636364,7.5123,7.1877363636,7.2045909091
yitF,BSU10970,8.3296818182,7.6688909091,7.7579,7.7113454546,7.9429636364,9.1911272727,7.3333181818,8.5967,8.3256909091,8.1357,8.2012181818
yitG,BSU10980,8.5551727273,8.0543636364,8.0059363636,8.0599090909,8.1862454546,9.7736636364,7.6822545455,9.0167909091,8.8767818182,8.2188636364,8.5375909091
yitH,BSU10990,11.1724727273,10.6296818182,10.7922636364,10.6852,11.0213272727,10.3249636364,10.3567,10.6602909091,10.5215818182,10.7645363636,10.9971636364
